MONTH,DAY_OF_WEEK,ORIGIN,BusyFactor,LateFactor,Combined_BusyLateFactor,DEST,Delay15Min,DISTANCE,Hourofdeparture
11,5,ORF,2,2,2,LGA,1,296,1100 - 1300
11,7,ORF,2,2,2,LGA,0,296,0900 - 1100
11,1,ORF,2,2,2,LGA,0,296,0000 - 0700
11,1,ORF,2,2,2,LGA,0,296,0900 - 1100
12,1,ORF,2,2,2,LGA,0,296,0000 - 0700
12,2,ORF,2,2,2,LGA,0,296,1500 - 1700
1,5,LIT,1,2,1,DAL,0,296,1900 - 2000
1,6,LIT,1,2,1,STL,0,296,0700 - 0900
1,1,LIT,1,2,1,DAL,0,296,1100 - 1300
2,1,LIT,1,2,1,DAL,1,296,1300 - 1500
3,7,LIT,1,2,1,STL,0,296,0700 - 0900
4,5,LIT,1,2,1,DAL,0,296,0000 - 0700
4,5,LIT,1,2,1,DAL,1,296,1900 - 2000
5,3,LIT,1,2,1,DAL,0,296,1900 - 2000
5,3,LIT,1,2,1,DAL,0,296,1100 - 1300
5,5,LIT,1,2,1,STL,0,296,0000 - 0700
5,6,LIT,1,2,1,STL,0,296,0700 - 0900
6,7,LIT,1,2,1,STL,0,296,0700 - 0900
6,2,LIT,1,2,1,DAL,0,296,0000 - 0700
6,1,LIT,1,2,1,DAL,0,296,1100 - 1300
7,3,LIT,1,2,1,STL,1,296,1700 - 1900
7,1,LIT,1,2,1,DAL,0,296,1900 - 2000
7,7,LIT,1,2,1,STL,0,296,0700 - 0900
8,3,LIT,1,2,1,STL,1,296,1700 - 1900
8,4,LIT,1,2,1,DAL,0,296,0700 - 0900
8,1,LIT,1,2,1,DAL,0,296,0700 - 0900
8,5,LIT,1,2,1,DAL,0,296,1100 - 1300
9,7,LIT,1,2,1,STL,0,296,0700 - 0900
9,5,LIT,1,2,1,STL,0,296,1500 - 1700
11,5,LIT,1,2,1,DAL,0,296,1700 - 1900
12,2,LIT,1,2,1,STL,0,296,1700 - 1900
1,2,MKE,3,3,4,MSP,0,297,1500 - 1700
1,3,MKE,3,3,4,MSP,0,297,0000 - 0700
1,1,MKE,3,3,4,MSP,1,297,2000 - 2400
2,2,MKE,3,3,4,MSP,0,297,0900 - 1100
2,5,MKE,3,3,4,MSP,0,297,1500 - 1700
3,7,MKE,3,3,4,MSP,0,297,1700 - 1900
3,4,MKE,3,3,4,MSP,0,297,0000 - 0700
4,6,MKE,3,3,4,MSP,0,297,1100 - 1300
4,3,MKE,3,3,4,MSP,0,297,0900 - 1100
5,4,MKE,3,3,4,MSP,0,297,1500 - 1700
5,7,MKE,3,3,4,MSP,0,297,1500 - 1700
5,3,MKE,3,3,4,MSP,0,297,1900 - 2000
6,7,MKE,3,3,4,MSP,0,297,1100 - 1300
7,4,MKE,3,3,4,MSP,0,297,1100 - 1300
7,6,MKE,3,3,4,MSP,1,297,1900 - 2000
10,5,MKE,3,3,4,MSP,0,297,1700 - 1900
10,7,MKE,3,3,4,MSP,0,297,1500 - 1700
11,7,MKE,3,3,4,MSP,0,297,0900 - 1100
12,3,MKE,3,3,4,MSP,0,297,1700 - 1900
12,6,MKE,3,3,4,MSP,0,297,0000 - 0700
2,7,MSP,5,2,4,MKE,0,297,1900 - 2000
2,1,MSP,5,2,4,MKE,0,297,0700 - 0900
2,1,MSP,5,2,4,MKE,0,297,2000 - 2400
3,4,MSP,5,2,4,MKE,0,297,2000 - 2400
4,5,MSP,5,2,4,MKE,0,297,2000 - 2400
4,5,MSP,5,2,4,MKE,0,297,2000 - 2400
5,5,MSP,5,2,4,MKE,0,297,2000 - 2400
5,5,MSP,5,2,4,MKE,0,297,2000 - 2400
5,6,MSP,5,2,4,MKE,0,297,1500 - 1700
5,7,MSP,5,2,4,MKE,0,297,2000 - 2400
5,1,MSP,5,2,4,MKE,0,297,0700 - 0900
6,3,MSP,5,2,4,MKE,1,297,1300 - 1500
6,3,MSP,5,2,4,MKE,1,297,1500 - 1700
6,5,MSP,5,2,4,MKE,0,297,0700 - 0900
6,3,MSP,5,2,4,MKE,0,297,2000 - 2400
7,5,MSP,5,2,4,MKE,0,297,0700 - 0900
8,7,MSP,5,2,4,MKE,1,297,1700 - 1900
8,6,MSP,5,2,4,MKE,0,297,0700 - 0900
8,1,MSP,5,2,4,MKE,0,297,1500 - 1700
8,6,MSP,5,2,4,MKE,1,297,0900 - 1100
8,4,MSP,5,2,4,MKE,0,297,2000 - 2400
9,7,MSP,5,2,4,MKE,0,297,1500 - 1700
9,3,MSP,5,2,4,MKE,0,297,2000 - 2400
9,3,MSP,5,2,4,MKE,0,297,1700 - 1900
9,1,MSP,5,2,4,MKE,0,297,0700 - 0900
12,7,MSP,5,2,4,MKE,0,297,0900 - 1100
12,2,MSP,5,2,4,MKE,0,297,1300 - 1500
1,3,DEN,5,5,10,HYS,0,298,1100 - 1300
1,3,DEN,5,5,10,HYS,0,298,1100 - 1300
2,2,DEN,5,5,10,HYS,1,298,2000 - 2400
2,5,DEN,5,5,10,HYS,0,298,2000 - 2400
5,7,DEN,5,5,10,HYS,0,298,2000 - 2400
5,3,DEN,5,5,10,HYS,0,298,2000 - 2400
6,7,DEN,5,5,10,HYS,0,298,2000 - 2400
8,4,DEN,5,5,10,HYS,1,298,1300 - 1500
9,4,DEN,5,5,10,HYS,0,298,1300 - 1500
1,4,DCA,4,4,7,SYR,0,298,1700 - 1900
2,3,DCA,4,4,7,SYR,0,298,0900 - 1100
2,6,DCA,4,4,7,SYR,0,298,0900 - 1100
3,3,DCA,4,4,7,SYR,0,298,2000 - 2400
3,4,DCA,4,4,7,SYR,1,298,1700 - 1900
4,5,DCA,4,4,7,SYR,0,298,0900 - 1100
4,3,DCA,4,4,7,SYR,0,298,2000 - 2400
7,1,DCA,4,4,7,SYR,0,298,1300 - 1500
8,5,DCA,4,4,7,SYR,0,298,0900 - 1100
9,7,DCA,4,4,7,SYR,0,298,0900 - 1100
11,6,DCA,4,4,7,SYR,0,298,0900 - 1100
1,4,SYR,1,3,2,DCA,0,298,1100 - 1300
2,3,SYR,1,3,2,DCA,0,298,0000 - 0700
2,1,SYR,1,3,2,DCA,0,298,1900 - 2000
2,2,SYR,1,3,2,DCA,0,298,1900 - 2000
2,5,SYR,1,3,2,DCA,0,298,1900 - 2000
3,5,SYR,1,3,2,DCA,1,298,0000 - 0700
6,6,SYR,1,3,2,DCA,0,298,1100 - 1300
7,1,SYR,1,3,2,DCA,0,298,1100 - 1300
8,2,SYR,1,3,2,DCA,0,298,1100 - 1300
8,2,SYR,1,3,2,DCA,0,298,1100 - 1300
10,3,SYR,1,3,2,DCA,0,298,0900 - 1100
7,4,SLC,4,1,2,COD,0,298,1100 - 1300
7,3,SLC,4,1,2,COD,0,298,1100 - 1300
7,6,SLC,4,1,2,COD,0,298,1100 - 1300
8,2,SLC,4,1,2,COD,0,298,1100 - 1300
9,4,SLC,4,1,2,COD,0,298,1100 - 1300
9,7,SLC,4,1,2,COD,0,298,1500 - 1700
10,1,SLC,4,1,2,COD,0,298,1300 - 1500
1,2,ORD,5,5,10,DSM,0,299,1900 - 2000
1,6,ORD,5,5,10,DSM,0,299,1900 - 2000
2,6,ORD,5,5,10,DSM,0,299,0900 - 1100
2,6,ORD,5,5,10,DSM,0,299,0900 - 1100
2,6,ORD,5,5,10,DSM,0,299,1300 - 1500
2,5,ORD,5,5,10,DSM,0,299,1500 - 1700
2,1,ORD,5,5,10,DSM,1,299,1100 - 1300
2,4,ORD,5,5,10,DSM,0,299,1900 - 2000
2,6,ORD,5,5,10,DSM,0,299,1900 - 2000
3,3,ORD,5,5,10,DSM,0,299,1500 - 1700
3,2,ORD,5,5,10,DSM,0,299,1100 - 1300
3,7,ORD,5,5,10,DSM,1,299,1500 - 1700
3,4,ORD,5,5,10,DSM,1,299,1500 - 1700
4,2,ORD,5,5,10,DSM,0,299,0700 - 0900
4,7,ORD,5,5,10,DSM,0,299,0700 - 0900
5,1,ORD,5,5,10,DSM,0,299,2000 - 2400
5,7,ORD,5,5,10,DSM,0,299,1700 - 1900
5,2,ORD,5,5,10,DSM,0,299,1500 - 1700
5,5,ORD,5,5,10,DSM,0,299,0700 - 0900
6,3,ORD,5,5,10,DSM,0,299,1100 - 1300
6,5,ORD,5,5,10,DSM,0,299,1300 - 1500
6,2,ORD,5,5,10,DSM,0,299,2000 - 2400
7,2,ORD,5,5,10,DSM,0,299,1700 - 1900
7,1,ORD,5,5,10,DSM,0,299,2000 - 2400
7,5,ORD,5,5,10,DSM,0,299,2000 - 2400
7,5,ORD,5,5,10,DSM,0,299,1100 - 1300
7,1,ORD,5,5,10,DSM,0,299,1300 - 1500
8,3,ORD,5,5,10,DSM,1,299,1300 - 1500
9,5,ORD,5,5,10,DSM,0,299,0900 - 1100
9,4,ORD,5,5,10,DSM,0,299,0900 - 1100
9,4,ORD,5,5,10,DSM,0,299,2000 - 2400
9,7,ORD,5,5,10,DSM,0,299,2000 - 2400
9,1,ORD,5,5,10,DSM,0,299,1700 - 1900
9,5,ORD,5,5,10,DSM,0,299,2000 - 2400
10,5,ORD,5,5,10,DSM,1,299,2000 - 2400
10,5,ORD,5,5,10,DSM,0,299,1300 - 1500
10,2,ORD,5,5,10,DSM,0,299,1900 - 2000
10,3,ORD,5,5,10,DSM,0,299,0900 - 1100
10,6,ORD,5,5,10,DSM,1,299,1900 - 2000
10,2,ORD,5,5,10,DSM,0,299,0700 - 0900
11,1,ORD,5,5,10,DSM,0,299,2000 - 2400
11,7,ORD,5,5,10,DSM,0,299,2000 - 2400
11,2,ORD,5,5,10,DSM,0,299,1700 - 1900
12,2,ORD,5,5,10,DSM,1,299,0900 - 1100
12,5,ORD,5,5,10,DSM,0,299,2000 - 2400
12,1,ORD,5,5,10,DSM,0,299,1300 - 1500
12,1,ORD,5,5,10,DSM,0,299,1900 - 2000
12,1,ORD,5,5,10,DSM,1,299,0900 - 1100
1,2,CMH,3,4,5,IAD,1,299,0000 - 0700
2,7,CMH,3,4,5,IAD,0,299,1900 - 2000
2,2,CMH,3,4,5,IAD,0,299,0900 - 1100
2,1,CMH,3,4,5,IAD,1,299,2000 - 2400
3,7,CMH,3,4,5,IAD,0,299,1300 - 1500
3,4,CMH,3,4,5,IAD,0,299,0000 - 0700
3,4,CMH,3,4,5,IAD,0,299,1300 - 1500
3,1,CMH,3,4,5,IAD,0,299,1900 - 2000
5,4,CMH,3,4,5,IAD,0,299,1300 - 1500
5,1,CMH,3,4,5,IAD,0,299,0900 - 1100
6,5,CMH,3,4,5,IAD,1,299,0000 - 0700
7,6,CMH,3,4,5,IAD,0,299,1500 - 1700
7,2,CMH,3,4,5,IAD,1,299,0900 - 1100
8,4,CMH,3,4,5,IAD,1,299,1300 - 1500
8,2,CMH,3,4,5,IAD,0,299,0900 - 1100
8,5,CMH,3,4,5,IAD,0,299,0000 - 0700
8,3,CMH,3,4,5,IAD,0,299,0000 - 0700
9,4,CMH,3,4,5,IAD,0,299,1900 - 2000
10,2,CMH,3,4,5,IAD,0,299,0000 - 0700
10,3,CMH,3,4,5,IAD,0,299,1900 - 2000
11,1,CMH,3,4,5,IAD,0,299,2000 - 2400
11,6,CMH,3,4,5,IAD,0,299,0900 - 1100
11,7,CMH,3,4,5,IAD,0,299,0900 - 1100
11,1,CMH,3,4,5,IAD,0,299,1500 - 1700
12,7,CMH,3,4,5,IAD,0,299,0000 - 0700
1,3,IAD,4,1,2,CMH,0,299,0700 - 0900
2,3,IAD,4,1,2,CMH,0,299,2000 - 2400
2,1,IAD,4,1,2,CMH,0,299,2000 - 2400
3,4,IAD,4,1,2,CMH,0,299,1700 - 1900
3,5,IAD,4,1,2,CMH,0,299,1100 - 1300
3,7,IAD,4,1,2,CMH,0,299,0700 - 0900
4,7,IAD,4,1,2,CMH,0,299,1100 - 1300
4,2,IAD,4,1,2,CMH,0,299,2000 - 2400
5,2,IAD,4,1,2,CMH,0,299,2000 - 2400
7,5,IAD,4,1,2,CMH,0,299,1300 - 1500
7,3,IAD,4,1,2,CMH,0,299,1300 - 1500
8,1,IAD,4,1,2,CMH,1,299,0900 - 1100
8,7,IAD,4,1,2,CMH,0,299,1300 - 1500
9,4,IAD,4,1,2,CMH,0,299,1700 - 1900
9,3,IAD,4,1,2,CMH,1,299,1900 - 2000
10,3,IAD,4,1,2,CMH,0,299,1700 - 1900
11,2,IAD,4,1,2,CMH,0,299,0700 - 0900
11,3,IAD,4,1,2,CMH,0,299,2000 - 2400
11,5,IAD,4,1,2,CMH,0,299,2000 - 2400
12,1,IAD,4,1,2,CMH,0,299,0700 - 0900
1,2,DSM,1,1,1,ORD,0,299,0900 - 1100
2,4,DSM,1,1,1,ORD,1,299,2000 - 2400
2,2,DSM,1,1,1,ORD,0,299,0900 - 1100
2,3,DSM,1,1,1,ORD,0,299,0000 - 0700
2,2,DSM,1,1,1,ORD,0,299,1700 - 1900
2,4,DSM,1,1,1,ORD,0,299,1500 - 1700
2,4,DSM,1,1,1,ORD,0,299,0000 - 0700
3,7,DSM,1,1,1,ORD,0,299,1500 - 1700
3,5,DSM,1,1,1,ORD,0,299,0000 - 0700
3,4,DSM,1,1,1,ORD,0,299,0700 - 0900
3,4,DSM,1,1,1,ORD,0,299,0000 - 0700
4,3,DSM,1,1,1,ORD,0,299,1100 - 1300
4,5,DSM,1,1,1,ORD,1,299,1100 - 1300
4,1,DSM,1,1,1,ORD,0,299,1500 - 1700
4,6,DSM,1,1,1,ORD,0,299,0000 - 0700
4,1,DSM,1,1,1,ORD,0,299,1100 - 1300
4,4,DSM,1,1,1,ORD,0,299,1700 - 1900
4,3,DSM,1,1,1,ORD,0,299,1700 - 1900
4,7,DSM,1,1,1,ORD,0,299,0000 - 0700
5,2,DSM,1,1,1,ORD,0,299,1500 - 1700
5,2,DSM,1,1,1,ORD,0,299,0900 - 1100
5,4,DSM,1,1,1,ORD,1,299,1700 - 1900
5,1,DSM,1,1,1,ORD,0,299,1500 - 1700
5,7,DSM,1,1,1,ORD,0,299,1300 - 1500
6,6,DSM,1,1,1,ORD,0,299,0000 - 0700
6,7,DSM,1,1,1,ORD,1,299,1300 - 1500
6,5,DSM,1,1,1,ORD,0,299,1100 - 1300
6,2,DSM,1,1,1,ORD,0,299,1300 - 1500
6,2,DSM,1,1,1,ORD,0,299,1700 - 1900
6,4,DSM,1,1,1,ORD,0,299,0000 - 0700
7,7,DSM,1,1,1,ORD,1,299,1300 - 1500
7,2,DSM,1,1,1,ORD,0,299,1500 - 1700
7,3,DSM,1,1,1,ORD,0,299,0000 - 0700
7,1,DSM,1,1,1,ORD,0,299,1900 - 2000
7,6,DSM,1,1,1,ORD,0,299,1300 - 1500
8,6,DSM,1,1,1,ORD,0,299,0000 - 0700
8,5,DSM,1,1,1,ORD,0,299,1900 - 2000
9,5,DSM,1,1,1,ORD,1,299,1300 - 1500
9,7,DSM,1,1,1,ORD,0,299,1300 - 1500
10,1,DSM,1,1,1,ORD,0,299,0700 - 0900
10,3,DSM,1,1,1,ORD,0,299,0000 - 0700
10,2,DSM,1,1,1,ORD,0,299,0000 - 0700
11,1,DSM,1,1,1,ORD,0,299,1100 - 1300
11,3,DSM,1,1,1,ORD,0,299,0000 - 0700
12,3,DSM,1,1,1,ORD,0,299,1100 - 1300
12,4,DSM,1,1,1,ORD,0,299,1100 - 1300
12,2,DSM,1,1,1,ORD,0,299,1500 - 1700
12,1,DSM,1,1,1,ORD,0,299,1300 - 1500
12,5,DSM,1,1,1,ORD,0,299,0900 - 1100
12,2,DSM,1,1,1,ORD,1,299,1700 - 1900
1,2,MSP,5,2,4,MQT,0,300,2000 - 2400
6,5,MSP,5,2,4,MQT,0,300,2000 - 2400
10,6,MSP,5,2,4,MQT,0,300,2000 - 2400
11,5,MSP,5,2,4,MQT,0,300,2000 - 2400
1,7,IAH,5,4,8,LRD,1,301,0000 - 0700
1,2,IAH,5,4,8,LRD,0,301,1300 - 1500
3,4,IAH,5,4,8,LRD,1,301,2000 - 2400
3,4,IAH,5,4,8,LRD,0,301,2000 - 2400
3,7,IAH,5,4,8,LRD,0,301,0900 - 1100
6,3,IAH,5,4,8,LRD,0,301,1300 - 1500
8,4,IAH,5,4,8,LRD,0,301,0900 - 1100
8,5,IAH,5,4,8,LRD,0,301,0900 - 1100
9,4,IAH,5,4,8,LRD,0,301,0900 - 1100
9,1,IAH,5,4,8,LRD,0,301,1300 - 1500
9,1,IAH,5,4,8,LRD,0,301,1300 - 1500
10,4,IAH,5,4,8,LRD,0,301,2000 - 2400
11,3,IAH,5,4,8,LRD,0,301,0900 - 1100
12,4,IAH,5,4,8,LRD,0,301,2000 - 2400
12,1,IAH,5,4,8,LRD,0,301,2000 - 2400
1,3,JFK,5,4,8,BUF,0,301,0700 - 0900
1,2,JFK,5,4,8,BUF,0,301,1300 - 1500
1,1,JFK,5,4,8,BUF,1,301,1500 - 1700
1,1,JFK,5,4,8,BUF,0,301,2000 - 2400
1,5,JFK,5,4,8,BUF,0,301,2000 - 2400
1,2,JFK,5,4,8,BUF,0,301,1300 - 1500
1,7,JFK,5,4,8,BUF,1,301,1100 - 1300
1,5,JFK,5,4,8,BUF,0,301,1100 - 1300
1,4,JFK,5,4,8,BUF,0,301,2000 - 2400
2,3,JFK,5,4,8,BUF,1,301,2000 - 2400
2,2,JFK,5,4,8,BUF,0,301,2000 - 2400
2,6,JFK,5,4,8,BUF,0,301,1300 - 1500
2,6,JFK,5,4,8,BUF,0,301,2000 - 2400
2,2,JFK,5,4,8,BUF,0,301,0700 - 0900
3,1,JFK,5,4,8,BUF,1,301,1900 - 2000
3,4,JFK,5,4,8,BUF,0,301,2000 - 2400
4,3,JFK,5,4,8,BUF,0,301,1700 - 1900
4,2,JFK,5,4,8,BUF,0,301,1100 - 1300
4,7,JFK,5,4,8,BUF,0,301,1700 - 1900
5,3,JFK,5,4,8,BUF,0,301,1100 - 1300
5,6,JFK,5,4,8,BUF,0,301,1700 - 1900
5,1,JFK,5,4,8,BUF,0,301,0900 - 1100
5,2,JFK,5,4,8,BUF,0,301,1100 - 1300
5,7,JFK,5,4,8,BUF,1,301,1900 - 2000
5,6,JFK,5,4,8,BUF,0,301,0700 - 0900
6,2,JFK,5,4,8,BUF,0,301,0900 - 1100
6,2,JFK,5,4,8,BUF,1,301,1900 - 2000
6,2,JFK,5,4,8,BUF,0,301,1100 - 1300
6,4,JFK,5,4,8,BUF,1,301,0000 - 0700
6,2,JFK,5,4,8,BUF,1,301,0900 - 1100
7,6,JFK,5,4,8,BUF,1,301,0000 - 0700
7,5,JFK,5,4,8,BUF,0,301,1300 - 1500
7,2,JFK,5,4,8,BUF,0,301,0000 - 0700
8,4,JFK,5,4,8,BUF,0,301,0700 - 0900
8,2,JFK,5,4,8,BUF,0,301,1500 - 1700
8,2,JFK,5,4,8,BUF,1,301,0000 - 0700
9,4,JFK,5,4,8,BUF,1,301,2000 - 2400
9,1,JFK,5,4,8,BUF,0,301,2000 - 2400
9,3,JFK,5,4,8,BUF,0,301,0700 - 0900
9,7,JFK,5,4,8,BUF,1,301,2000 - 2400
10,5,JFK,5,4,8,BUF,1,301,1300 - 1500
10,3,JFK,5,4,8,BUF,0,301,2000 - 2400
10,1,JFK,5,4,8,BUF,0,301,1900 - 2000
10,5,JFK,5,4,8,BUF,1,301,1700 - 1900
11,6,JFK,5,4,8,BUF,0,301,1700 - 1900
11,2,JFK,5,4,8,BUF,0,301,2000 - 2400
11,7,JFK,5,4,8,BUF,0,301,1300 - 1500
12,7,JFK,5,4,8,BUF,0,301,1100 - 1300
12,1,JFK,5,4,8,BUF,0,301,0700 - 0900
12,1,BUF,3,3,4,JFK,1,301,1700 - 1900
1,3,BUF,3,3,4,JFK,0,301,0900 - 1100
1,2,BUF,3,3,4,JFK,0,301,0000 - 0700
1,3,BUF,3,3,4,JFK,0,301,1300 - 1500
1,7,BUF,3,3,4,JFK,0,301,0900 - 1100
1,3,BUF,3,3,4,JFK,1,301,0700 - 0900
2,7,BUF,3,3,4,JFK,0,301,1700 - 1900
3,5,BUF,3,3,4,JFK,0,301,0900 - 1100
3,7,BUF,3,3,4,JFK,0,301,0900 - 1100
3,5,BUF,3,3,4,JFK,0,301,0000 - 0700
3,2,BUF,3,3,4,JFK,0,301,1300 - 1500
3,4,BUF,3,3,4,JFK,0,301,1500 - 1700
3,4,BUF,3,3,4,JFK,0,301,0000 - 0700
3,5,BUF,3,3,4,JFK,1,301,1500 - 1700
3,2,BUF,3,3,4,JFK,0,301,1300 - 1500
3,3,BUF,3,3,4,JFK,0,301,1700 - 1900
3,5,BUF,3,3,4,JFK,0,301,1700 - 1900
4,3,BUF,3,3,4,JFK,0,301,0900 - 1100
4,7,BUF,3,3,4,JFK,1,301,1900 - 2000
4,4,BUF,3,3,4,JFK,0,301,1700 - 1900
5,4,BUF,3,3,4,JFK,0,301,1300 - 1500
5,7,BUF,3,3,4,JFK,1,301,2000 - 2400
5,6,BUF,3,3,4,JFK,0,301,1300 - 1500
5,4,BUF,3,3,4,JFK,0,301,1300 - 1500
5,1,BUF,3,3,4,JFK,0,301,1700 - 1900
6,5,BUF,3,3,4,JFK,0,301,1100 - 1300
6,3,BUF,3,3,4,JFK,1,301,1900 - 2000
6,7,BUF,3,3,4,JFK,0,301,2000 - 2400
6,6,BUF,3,3,4,JFK,0,301,1300 - 1500
6,7,BUF,3,3,4,JFK,1,301,1900 - 2000
6,5,BUF,3,3,4,JFK,1,301,1900 - 2000
6,7,BUF,3,3,4,JFK,0,301,0000 - 0700
6,4,BUF,3,3,4,JFK,1,301,1700 - 1900
7,7,BUF,3,3,4,JFK,0,301,1300 - 1500
7,2,BUF,3,3,4,JFK,0,301,1300 - 1500
7,2,BUF,3,3,4,JFK,0,301,0900 - 1100
7,4,BUF,3,3,4,JFK,1,301,1300 - 1500
8,6,BUF,3,3,4,JFK,0,301,1300 - 1500
8,4,BUF,3,3,4,JFK,0,301,1100 - 1300
8,4,BUF,3,3,4,JFK,0,301,1100 - 1300
8,5,BUF,3,3,4,JFK,0,301,1100 - 1300
8,2,BUF,3,3,4,JFK,0,301,1300 - 1500
8,7,BUF,3,3,4,JFK,0,301,0700 - 0900
8,6,BUF,3,3,4,JFK,0,301,0000 - 0700
8,5,BUF,3,3,4,JFK,0,301,0000 - 0700
9,2,BUF,3,3,4,JFK,1,301,1700 - 1900
9,4,BUF,3,3,4,JFK,0,301,0700 - 0900
9,7,BUF,3,3,4,JFK,0,301,0000 - 0700
9,7,BUF,3,3,4,JFK,0,301,0700 - 0900
9,1,BUF,3,3,4,JFK,0,301,0000 - 0700
10,1,BUF,3,3,4,JFK,0,301,0900 - 1100
10,4,BUF,3,3,4,JFK,0,301,1100 - 1300
10,4,BUF,3,3,4,JFK,0,301,1700 - 1900
10,5,BUF,3,3,4,JFK,0,301,0000 - 0700
11,6,BUF,3,3,4,JFK,1,301,0900 - 1100
11,1,BUF,3,3,4,JFK,0,301,1500 - 1700
11,2,BUF,3,3,4,JFK,0,301,0700 - 0900
12,7,BUF,3,3,4,JFK,0,301,0900 - 1100
12,1,BUF,3,3,4,JFK,0,301,1700 - 1900
12,4,BUF,3,3,4,JFK,0,301,1700 - 1900
3,7,DTW,5,2,4,SCE,0,301,2000 - 2400
5,1,DTW,5,2,4,SCE,0,301,1500 - 1700
7,7,DTW,5,2,4,SCE,1,301,1700 - 1900
8,2,DTW,5,2,4,SCE,0,301,2000 - 2400
9,5,DTW,5,2,4,SCE,0,301,2000 - 2400
9,7,DTW,5,2,4,SCE,0,301,0900 - 1100
10,3,DTW,5,2,4,SCE,0,301,1100 - 1300
11,4,DTW,5,2,4,SCE,1,301,2000 - 2400
11,6,DTW,5,2,4,SCE,1,301,1100 - 1300
12,7,DTW,5,2,4,SCE,0,301,2000 - 2400
12,1,DTW,5,2,4,SCE,0,301,2000 - 2400
12,3,DTW,5,2,4,SCE,0,301,1500 - 1700
1,2,HOU,4,5,8,MSY,0,302,0900 - 1100
1,7,HOU,4,5,8,MSY,1,302,1500 - 1700
1,6,HOU,4,5,8,MSY,0,302,2000 - 2400
1,5,HOU,4,5,8,MSY,0,302,1300 - 1500
1,3,HOU,4,5,8,MSY,0,302,0900 - 1100
1,4,HOU,4,5,8,MSY,0,302,0700 - 0900
2,6,HOU,4,5,8,MSY,0,302,0700 - 0900
2,2,HOU,4,5,8,MSY,0,302,0700 - 0900
3,5,HOU,4,5,8,MSY,0,302,1900 - 2000
3,5,HOU,4,5,8,MSY,0,302,0900 - 1100
3,7,HOU,4,5,8,MSY,0,302,0900 - 1100
4,1,HOU,4,5,8,MSY,0,302,1900 - 2000
4,5,HOU,4,5,8,MSY,0,302,0000 - 0700
5,2,HOU,4,5,8,MSY,0,302,1300 - 1500
5,4,HOU,4,5,8,MSY,0,302,1100 - 1300
5,7,HOU,4,5,8,MSY,0,302,1700 - 1900
6,7,HOU,4,5,8,MSY,0,302,0700 - 0900
6,7,HOU,4,5,8,MSY,0,302,1100 - 1300
6,4,HOU,4,5,8,MSY,1,302,1500 - 1700
6,5,HOU,4,5,8,MSY,0,302,1300 - 1500
7,5,HOU,4,5,8,MSY,1,302,1700 - 1900
7,3,HOU,4,5,8,MSY,1,302,1900 - 2000
8,1,HOU,4,5,8,MSY,0,302,1500 - 1700
8,3,HOU,4,5,8,MSY,0,302,0700 - 0900
8,7,HOU,4,5,8,MSY,0,302,0700 - 0900
8,6,HOU,4,5,8,MSY,0,302,1700 - 1900
8,7,HOU,4,5,8,MSY,0,302,0000 - 0700
9,4,HOU,4,5,8,MSY,0,302,0000 - 0700
9,5,HOU,4,5,8,MSY,1,302,1700 - 1900
9,5,HOU,4,5,8,MSY,0,302,0900 - 1100
10,5,HOU,4,5,8,MSY,1,302,1100 - 1300
10,6,HOU,4,5,8,MSY,0,302,0700 - 0900
11,5,HOU,4,5,8,MSY,1,302,1300 - 1500
11,3,HOU,4,5,8,MSY,0,302,0000 - 0700
11,3,HOU,4,5,8,MSY,0,302,0000 - 0700
11,1,HOU,4,5,8,MSY,0,302,0900 - 1100
12,6,HOU,4,5,8,MSY,0,302,2000 - 2400
12,1,HOU,4,5,8,MSY,0,302,1300 - 1500
12,5,HOU,4,5,8,MSY,0,302,0900 - 1100
12,2,HOU,4,5,8,MSY,0,302,0700 - 0900
12,3,HOU,4,5,8,MSY,0,302,1300 - 1500
12,3,HOU,4,5,8,MSY,0,302,2000 - 2400
1,5,MSY,4,4,7,HOU,1,302,1500 - 1700
1,1,MSY,4,4,7,HOU,0,302,1300 - 1500
1,7,MSY,4,4,7,HOU,1,302,1100 - 1300
2,4,MSY,4,4,7,HOU,0,302,1500 - 1700
3,4,MSY,4,4,7,HOU,0,302,1900 - 2000
3,7,MSY,4,4,7,HOU,0,302,2000 - 2400
3,5,MSY,4,4,7,HOU,0,302,1900 - 2000
3,1,MSY,4,4,7,HOU,0,302,1700 - 1900
3,6,MSY,4,4,7,HOU,0,302,0000 - 0700
3,2,MSY,4,4,7,HOU,0,302,2000 - 2400
3,5,MSY,4,4,7,HOU,0,302,2000 - 2400
4,3,MSY,4,4,7,HOU,0,302,1100 - 1300
4,6,MSY,4,4,7,HOU,1,302,1500 - 1700
4,7,MSY,4,4,7,HOU,0,302,0000 - 0700
4,2,MSY,4,4,7,HOU,0,302,1100 - 1300
4,5,MSY,4,4,7,HOU,0,302,2000 - 2400
5,6,MSY,4,4,7,HOU,0,302,0700 - 0900
5,7,MSY,4,4,7,HOU,1,302,1100 - 1300
5,5,MSY,4,4,7,HOU,0,302,0700 - 0900
6,3,MSY,4,4,7,HOU,0,302,1100 - 1300
6,7,MSY,4,4,7,HOU,1,302,2000 - 2400
7,1,MSY,4,4,7,HOU,0,302,1100 - 1300
8,3,MSY,4,4,7,HOU,0,302,1300 - 1500
